Words,Tags
lantana,NN
scarlet,JJ
pea,NN
inky-brown,JJ
palamedes,NN
floats,VBZ
wingbeat,NN
Tivoli,NNP
whoosh,VBP
Tie-vole-ee,NN
corrects,VBZ
AEG,NNP
Dana,NNP
29.6,CD
40.7,CD
drive-train,NN
Sudol,NNP
Southwood,NNP
Morcott,NNP
Norimasa,NNP
Furuta,NNP
Josephine,NNP
traumas,NNS
bravest,JJS
coasters,NNS
breasts,NNS
famously,RB
derriere,NN
Bricktop,NNP
complication,NN
despair,NN
Rainier,NNP
Princess,NNP
Monaco,NNP
Jazz,NN
Cleopatra,NNP
22.50,CD
breathlessly,RB
patronized,VBN
all-black,JJ
all-white,JJ
wiggled,VBD
fanny,NN
Jolas,NNP
overemphasize,VB
Wesleyan,NNP
tributes,NNS
callipygous,NN
Parallel,JJ
widest,JJS
sold-out,JJ
movie-like,JJ
Casablanca,NNP
Gaulle,NNP
one-woman,JJ
USO,NNP
Laszlo,NNP
sympathizers,NNS
Marseillaise,NNP
drown,VB
J'ai,FW
deux,FW
amours,FW
wept,VBD
gay,JJ
overdressed,JJ
underdressed,JJ
impersonator,NN
Cape,NNP
304,CD
magnetism,NN
Hemingway,NNP
Lescaze,NNP
fiberglass,NNS
Heady,JJ
canny,JJ
Halis,NNP
Sabre,NNP
liquefy,VB
"40,424",CD
post-bankruptcy,JJ
pondering,VBG
forbidden,VBN
tarred,VBD
recession-sensitive,JJ
Dobi,NNP
construction-related,JJ
1-to-1,JJ
329,CD
prowl,NN
price-conscious,JJ
shopper,NN
Kleinaitis,NNP
MVL,NNP
"74,351",CD
Emerson,NNP
Bosch,NNP
39.75,CD
Spokesmen,NNP
non-public,JJ
Maple,NNP
20.625,CD
Reichmanns,NNP
spinoffs,NNS
then-prevailing,JJ
Roulac,NNP
spun-off,JJ
redirected,VBN
"5,400",CD
JMB,NNP
Bilzerian,NNP
previews,NNS
mistrial,NN
unintentionally,RB
deliberation,NN
Heyman,NNP
Liman,NNP
tight-lipped,JJ
Gitter,NNP
DALKON,NNP
SHIELD,NNP
CLAIMANTS,NNS
reorganization-plan,JJ
Pretl,NNP
"18,136",CD
JURY,NN
CRIMINAL,JJ
CONVICTION,NN
Donohoo,NNP
proprieter,NN
demolition,NN
polluting,VBG
lodge,VB
TED,NNP
BUNDY'S,NNP
LAWYERS,NNS
death-sentence,NN
mass-murderer,NN
Bundy,NNP
friend-of-the-court,JJ
murderer,NN
inmate,NN
P.J.,NNP
Mode,NNP
coupling,NN
WLF,NNP
Slobodin,NNP
CASE,NN
FAKE,JJ
DALIS,NNPS
Dali,NNP
lithographs,NNS
Prudence,NNP
high-pressure,JJ
limited-edition,JJ
"1,300",CD
Pitman,NNP
misrepresentations,NNS
pre-signed,VBN
Westamerica,NNP
Payne,NNP
Varian,NNP
31.5,CD
27.8,CD
364.1,CD
307.9,CD
last-ditch,JJ
Integrated,NNP
"3,900",CD
Lavin,NNP
back-office,NN
Krat,NNP
Weinroth,NNP
indecisive,JJ
26-point,JJ
nudge,VB
1.5885,CD
141.80,CD
142.40,CD
Pedroli,NNP
greenback,NN
366.79,CD
large-size,JJ
knitwear,NN
51.1,CD
31.7,CD
410.4,CD
317.7,CD
25.125,CD
124.2,CD
83.8,CD
894,CD
35585.52,CD
35670,CD
35689.98,CD
35586.60,CD
fast-paced,JJ
2687.53,CD
Relatively,RB
appraise,VB
Hiroyuki,NNP
Wada,NNP
Okasan,NNP
domestic-demand,JJ
midsize,JJ
Aoki,NNP
Tobishima,NNP
Maeda,NNP
"1,480",CD
10.40,CD
Teijin,NNP
936,CD
Kyowa,NNP
Hakko,NNP
"1,770",CD
"4,440",CD
Fujisawa,NNP
"2,060",CD
Kikkoman,NNP
"1,600",CD
2189.7,CD
1772.6,CD
280.5,CD
2.0,CD
nearer,IN
Lucas,NNP
614,CD
1523.22,CD
Christian-Democratic,NNP
communal,JJ
sufficed,VBD
Norbert,NNP
Braeuer,NNP
Hessische,NNP
Landesbank,NNP
Girozentrale,NNP
Helaba,NNP
664,CD
252.5,CD
723,CD
554,CD
451.6,CD
Enviropact,NNP
GSX,NNP
Laidlaw,NNP
8.16,CD
17.39,CD
less-developed,JJ
162.1,CD
2.01,CD
57.9,CD
BRISTOL-MYERS,NNP
SQUIBB,NNP
Beddall,NNP
Clairol,NNP
Guadalajara,NNP
"265,000-square-foot",JJ
Matamoros,NNP
187.1,CD
297.1,CD
146.3,CD
232.3,CD
143.4,CD
79.4,CD
much-publicized,JJ
food-services,NNS
981.7,CD
934.7,CD
34-a-share,JJ
26.3,CD
Cummins,NNP
Engine,NNP
807.6,CD
808.3,CD
third-period,JJ
31-cent,JJ
interfered,VBD
counterclaim,NN
Anchorage,NNP
reimbursement,NN
spraying,VBG
dispersant,NN
Tillery,NNP
dispersants,NNS
slick,JJ
droplets,NNS
immediate-response,JJ
Meson,NNP
B.C.-based,JJ
Verit,NNP
"67,400",CD
"8,100",CD
3.875,CD
Morfey,NNP
expedite,VB
26-7,JJ
Vic,NNP
Fazio,NNP
rejects,VBZ
appreciates,VBZ
chairmanship,NN
California-backed,JJ
aloud,RB
less-binding,JJ
Kurzweil,NNP
Donnelly,NNP
Amtech,NNP
"446,000",CD
Baltimore-Washington,NNP
Echelon,NNP
RTS,NNP
LDI,NNP
lease-rental,JJ
non-recourse,JJ
SHEVARDNADZE,NNP
ADMITTED,VBD
breached,VBD
Anti-Ballistic,NNP
Missile,NNP
dismantled,VBN
BAY,NNP
AREA,NN
COMMUTERS,NNS
BATTLED,VBD
snarls,NNS
Helm,NNP
Rescue,NN
commemorated,VBD
anti-Stalinist,JJ
torch-lit,JJ
Szuros,NNP
Atlantis,NNP
Jupiter-bound,JJ
Galileo,NNP
astronauts,NNS
Fog,NN
shrouded,VBD
touchdown,NN
Explosions,NNS
conferring,VBG
Syrian-backed,JJ
militias,NNS
convenes,VBZ
reshape,VB
Rafsanjani,NNP
Iranians,NNPS
clarifications,NNS
Mubarak,NNP
Zimbabwe,NNP
Mugabe,NNP
despicable,JJ
criticizing,VBG
49-nation,JJ
Enhancements,NNP
Farooquee,NNP
Tustin,NNP
"663,000",CD
20.2,CD
101.5,CD
15.1,CD
301.9,CD
279.8,CD
Aid,NNP
guaranteeing,VBG
drop-out,JJ
2.82,CD
2.86,CD
413,CD
359,CD
2.40,CD
8.88,CD
Hennessy,NNP
auxiliary,JJ
35.125,CD
gray-market,JJ
foreign-car,NN
Va.-based,JJ
25.2,CD
Duquesne,NNP
Morino,NNP
Pro,FW
97.2,CD
Archive,NNP
181,CD
reseller,JJR
Detrex,NNP
Southfield,NNP
"774,000",CD
Ashtabula,NNP
Remaining,VBG
over-allotment,NN
299,CD
half-share,NN
88.1,CD
AIR,NNP
PARENT,NN
buyouts,NNS
"135,860,000",CD
1236.66,CD
5.86,CD
215.35,CD
3411.08,CD
131.64,CD
0.30,CD
0.0108,CD
guideline,NN
trekked,VBD
formality,NN
Seldom,RB
apprehension,NN
benefactor,NN
subvert,VB
no-no,NN
tenaciously,RB
tiptoed,VBD
Alfonse,NNP
D'Amato,NNP
Patman,NNP
bank-baiting,JJ
stickler,NN
honorariums,NNS
councilman,NN
bat-roost,JJ
primed,VBN
self-proclaimed,JJ
McCain,NNP
glimpse,NN
Waldman,NNP
Watch,NNP
astounded,JJ
Ohio-chartered,JJ
Garn,NNP
reconfirmation,NN
Leach,NNP
heist,NN
brace,VB
sighed,VBD
Keatingland,NNP
Volokh,NNP
immigrated,VBD
specifies,VBZ
prodigy,NN
profiled,VBN
Movieline,NNP
Distributed,VBN
melds,VBZ
archness,NN
Premiere,NNP
delving,NN
minutiae,NNS
Tinseltown,NNP
trendsetter,NN
bookstores,NNS
outsized,JJ
Kiev,NNP
1\/2-room,JJ
dreaming,VBG
Chanel,NNP
darling,NN
Polaroid,NNP
snapshots,NNS
hatbox,NN
persona,NN
ultra-thin,JJ
Capri,NNP
smokes,VBZ
Chekovian,JJ
feasts,NNS
dresses,NNS
definite,JJ
paragraphing,NN
tongue-in-cheek,JJ
Samovar,NNP
chirpy,JJ
folkish,JJ
waitress,NN
eloquence,NN
Parties,NNS
pausing,VBG
Georgian,JJ
shashlik,NN
guideposts,NNS
party-giving,NN
extravagant,JJ
soirees,NNS
prefers,VBZ
dome,NN
Guests,NNS
three-to-five,JJ
unrolls,VBZ
Volokhs,NNPS
art-nouveau,JJ
sinful,JJ
sensual,JJ
baring,VBG
Boris,NNP
Krutchensky,NNP
co-publisher,NN
Halpern,NNP
co-editor,NN
blandness,NN
inexhaustible,JJ
reverberations,NNS
dreary,JJ
Sovietized,JJ
Cuisine,NNP
Kafka,NNP
Tolstoy,NNP
Gogol,NNP
blini,NNS
Goncharov,NNP
piroghi,NNS
dieting,NN
Divide,VB
unimportant,JJ
Amusing,JJ
translator,NN
emigrated,VBD
giggle,NN
miserable,JJ
visa,NN
co-workers,NNS
demoted,VBN
proofreading,VBG
poetry,NN
secretarial,JJ
Vesoft,NNP
bookkeeper,NN
scapegoat,NN
Forrester,NNP
U.S.-U.S.S.R.,NNP
flocking,VBG
Doing,VBG
stymied,VBN
inpenetrable,JJ
inexperienced,JJ
unpredictable,JJ
Giffen,NNP
spearheading,VBG
toothpaste,NN
booth,NN
Camel,NNP
filtering,VBG
detergents,NNS
counter-trade,JJ
Shelley,NNP
Zeiger,NNP
porcelain,NN
matryoshka,FW
nesting,JJ
Abbott,NNP
Sokol,NNP
advancements,NNS
89.6,CD
75.5,CD
Y-MP\/832,NNP
Meteorological,NNP
18.5,CD
meteorological,JJ
Bracknell,NNP
Nuovo,NNP
Ambrosiano,NNP
"5,500",CD
13.32,CD
Assicurazioni,NNP
Generali,NNP
S.p.A,NNP
Cattolica,NNP
Venetoen,NNP
ANSA,NNP
283.3,CD
207.4,CD
stormy,JJ
S.p.A.-controlled,JJ
Gemina,NNP
13.26,CD
abstained,VBD
linkup,NN
Roberto,NNP
Calvi,NNP
Popolare,NNP
Milano,NNP
"4,695",CD
462.2,CD
38.1,CD
83.3,CD
Shinpan,NNP
433,CD
Queensland,NNP
management-services,JJ
Non-executive,JJ
Memory,NN
data-storing,JJ
Ramtron,NNP
ferroelectric,JJ
zirconate,NN
titanate,NN
floppy-disk,NN
hard-disk,NN
Krysalis,NNP
4-kilobit,JJ
atomic,JJ
non-volatile,JJ
erasable,JJ
programmable,JJ
read-only,JJ
Showing,VBG
AUSTIN,NNP
distances,NNS
depositions,NNS
videoconferencing,NN
court-reporting,JJ
Reverse,VBP
Tack,NN
JAPAN,NNP
MISUSE,NNP
sore,JJ
MC88200,NNP
reverse-engineering,NN
inequitable,JJ
MC68030,NNP
Translation,NN
COMPUTER,NNP
simulate,VBP
translating,VBG
Intergraph,NNP
representations,NNS
flat-to-lower,JJ
62.8,CD
86.3,CD
937,CD
Telzrow,NNP
Eppler,NNP
Guerin,NNP
Grid,NNP
small-office,JJ
less-advanced,JJ
easy-to-use,JJ
once-devoted,JJ
humiliating,JJ
ultra-safe,JJ
quality-conscious,JJ
parameters,NNS
Deltec,NNP
Minella,NNP
Hannah,NNP
Strasser,NNP
above-normal,JJ
defensively,RB
Gregoire,NNP
knack,NN
Asquith,NNP
correlation,NN
single-D,JJ
AP,NNP
Gilbraltar,NNP
Southmark,NNP
Vyquest,NNP
dwarfs,VBZ
Drexel-underwritten,JJ
Boehm,NNP
pals,NNS
Diana,NNP
Sarah,NNP
Ritz,NNP
companions,NNS
Winton,NNP
Blount,NNP
postmaster,NN
Gaisman,NNP
auto-strop,JJ
Revson,NNP
droppable,JJ
name-droppers,NNS
betters,NNS
lessers,NNS
name-drops,VBZ
Katzenjammer,NNP
Dirks,NNP
Name-dropping,NN
Freudenberger,NNP
avenue,NN
matron,NN
swore,VBD
Liza,NNP
Minnelli,NNP
Sardi,NNP
backside,NN
sequined,JJ
slacks,NNS
Hello,UH
hello,UH
irresistible,JJ
impulse,NN
Beauregard,NNP
Houston-Montgomery,NNP
Stretch,NNP
inveterate,JJ
name-dropper,NN
innately,RB
pathologically,RB
"2,809",CD
Warhol,NNP
namedropper,NN
We've,NN
Bridget,NNP
Fonda,NNP
droppers,NNS
friendships,NNS
Trumps,NNPS
Astor,NNP
Georgette,NNP
semi-obscure,JJ
Flottl,NNP
name-dropping,NN
Cuyahoga,NNP
Perk,NNP
acetylene,NN
torch,NN
Roll,NNP
urban-development,NN
Mistake,NNP
Erie,NNP
Wizard,NNP
Oz,NNP
nursery,NN
comedian,NN
Hope,NNP
Severence,NNP
three-bedroom,JJ
Rambo,NNP
3.2-acre,JJ
overlooking,VBG
Erroll,NNP
Flynn,NNP
bulldozed,VBN
aforethought,JJ
Kessler,NNP
Meshulam,NNP
Riklis,NNP
brushoff,NN
unsubstantiated,JJ
Jeffry,NNP
Thal,NNP
Lantz,NNP
dropper,NN
Buckles,NNP
Patsy,NNP
Ducky,NNP
Patty,NNP
Kron,NNP
editor-in-chief,NN
Churchill,NNP
nephew,NN
Winston,NNP
memoirs,NNS
tycoons,NNS
Getty,NNP
billionnaire,NN
SMYRNA,NNP
auto-dealer,NN
Cobb,NNP
Perimeter,NNP
Chicken,NNP
pullet-roofed,JJ
infancy,NN
sprawl,NN
long-familiar,JJ
nameplates,NNS
marque,NN
colas,NNS
572,CD
408,CD
liberating,JJ
MacDougall,NNP
McGrath,NNP
well-defined,JJ
Barabba,NNP
tradeoffs,NNS
Jeanene,NNP
Page,NNP
zeroing,VBG
grandkids,NNS
lake,NN
segmentation,NN
conceived,VBD
Isuzu,NNP
Geo,NNP
Saturn,NNP
German-made,JJ
touring,VBG
generalize,VB
predictor,NN
convertibles,NNS
elders,NNS
well-educated,JJ
Cedergren,NNP
auto-market,NN
Agoura,NNP
diminishing,VBG
Negas,NNP
Voyles,NNP
fickleness,NN
Olds,NNP
side-by-side,RB
long-held,JJ
maxim,NN
anti-lock,JJ
turbo-charged,JJ
intracompany,JJ
saga,NN
Erle,NNP
Purloined,NNP
Trees,NNP
Carlson,NNP
awoke,VBD
cycads,NNS
shovel,NN
palm-tree,NN
rustling,NN
sprouting,VBG
botany,NN
Cycads,NNS
Sago,NNP
doll-sized,JJ
long-necked,JJ
stubby,JJ
trunks,NNS
fern-like,JJ
fronds,NNS
decoration,NN
two-foot,JJ
taller,JJR
Evidently,RB
Loran,NNP
Whitelock,NNP
Arboretum,NNP
Sagos,NNS
foiled,JJ
raping,VBG
landscapers,NNS
accent,NN
tracts,NNS
rustlers,NNS
filched,VBN
Morrissey,NNP
thefts,NNS
bolt,NN
cutters,NNS
151.8,CD
second-highest,JJ
22.1,CD
180.3,CD
75.2,CD
53.1,CD
second-place,JJ
Grill,NNP
squandering,VBG
Rhone-Poulenc,NNP
Statistical,NNP
"455,410",CD
"3,481,887",CD
high-definition,JJ
converter,NN
HDTV,NN
bated,JJ
Niles,NNP
Eleven,CD
HDTVs,NNS
HD,NNP
CCD,NNP
35mm,CD
Saull,NNP
Joerg,NNP
Agin,NNP
Motion,NNP
Picture,NNP
Audiovisual,NNP
Sintel,NNP
telecines,NNS
shoulders,NNS
Stumpf,NNP
Studios,NNP
resembling,VBG
dimensions,NNS
dinosaur,NN
RIT,NNP
Spaull,NNP
ruling-party,NN
seamier,JJR
oath,NN
convoluted,JJ
beast,NN
Shigezo,NNP
Hayasaka,NNP
kingmaker,NN
Kakuei,NNP
Tanaka,NNP
not-quite-mainstream,JJ
pachinko,NN
parlor,NN
Pachinko,NN
pinball,NN
underworld,NN
enticingly,RB
unsavory,JJ
Garish,JJ
neon,NN
marquees,NNS
blaze,VBP
Devotees,NNS
ping,VB
pastime,NN
pinging,VBG
bribes,NNS
JSP,NNP
Chosen,NNP
Soren,NNP
less-conservative,JJ
upped,VBD
ante,NN
"880,000",CD
"3,175",CD
citizenship,NN
laborers,NNS
innuendo,NN
McDuffie,NNP
Macon,NNP
recital,NN
Itzhak,NNP
adamant,JJ
violin,NN
Afterwards,RB
brawny,JJ
full-bodied,JJ
rhythmic,JJ
17-city,JJ
Yehudi,NNP
Menuhin,NNP
Sinfonia,NNP
Sarasota,NNP
soloist,NN
contemporaries,NNS
virtuosos,NNS
Juilliard,NNP
pedagogue,NN
DeLay,NNP
Shlomo,NNP
Mintz,NNP
Cho-Liang,NNP
roster,NN
ICM,NNP
Artists,NNP
Nadja,NNP
Salerno-Sonnenberg,NNP
Naumberg,NNP
drawl,NN
Henrik,NNP
Schwarzenberger,NNP
Hungarian,JJ
refugee,NN
gypsy,NN
conservatory,NN
Pre-College,NNP
instructor,NN
Galamian,NNP
violinist,NN
grandmotherly,JJ
hips,NNS
stomped,VBD
expletive,NN
Chausson,NNP
Poeme,NNP
B-flat,NN
intonation,NN
predilection,NN
20th-century,JJ
Violin,NNP
Concerto,NNP
fireplace,NN
accompanist,NN
Coplandesque,JJ
motif,NN
marcato,FW
gigue-like,JJ
dolce,FW
transparently,RB
bow,VB
scandalized,VBD
kudos,NNS
espousal,NN
Schuman,NNP
Angel\/EMI,NNP
Serenade,NNP
Strings,NNP
Percussion,NNP
heartfelt,JJ
lyricism,NN
punch,NN
Aided,VBN
Slatkin,NNP
atonal,JJ
rhapsody,NN
orchestral,JJ
meanders,VBZ
propulsive,JJ
Agitato,NNP
fervente,NNP
virtuoso,JJ
fireworks,NNS
timpani,NNS
Bruch,NNP
overwrought,JJ
Minor,NNP
effusive,JJ
phrases,NNS
35-member,JJ
belied,VBD
Beethoven,NNP
humbled,VBN
Jepson,NNP
hock,NN
spendthrifts,NNS
plant-and-equipment,JJ
deficit-racked,JJ
already-shaky,JJ
Durkin,NNP
steeply,RB
repayments,NNS
higher-income,JJ
"45,000-$60,000",CD
conservatively,RB
consumer-credit,JJ
delinquencies,NNS
reassuringly,RB
delinquency,NN
Maidenform,NNP
brassieres,NNS
panties,NNS
lingerie,NN
close-knit,JJ
Brawer,NNP
mother-in-law,NN
vanishing,VBG
muses,NNS
21-year,JJ
Reeve,NNP
Superman,NNP
turn-ons,NNS
Sinopoli,NNP
Huntley,NNP
Beaver,NNP
Capitalizing,VBG
reckoned,VBN
Leibowitz,NNP
femininity,NN
Lesk,NNP
Warnaco,NNP
Warners,NNS
Mogan,NNP
organizational,JJ
delights,VBZ
Spectrum,NNP
487,CD
Playtex,NNP
Apparel,NNP
tampons,NNS
hair-care,JJ
Publicly,RB
VF,NNP
Bali,NNP
Buy-out,NN
Masket,NNP
consult,VB
Bronston,NNP
Stroup,NNP
amiable,JJ
then-dress,JJ
boyish,JJ
undergarment,NN
coined,VBN
Enid,NNP
Bissett,NNP
Renta,NNP
family-run,JJ
annum,NN
16.6,CD
current-account,JJ
foreign-debt,NN
4.51,CD
641.5,CD
million-franc,JJ
Carr-Lowrey,NNP
Freeport,NNP
"31,000",CD
flamed,VBD
co-pilot,NNS
package-sorting,NN
Berets,NNPS
overarching,VBG
"2,048",CD
anti-union,JJ
melding,VBG
far-flung,JJ
reconcile,VB
dispatchers,NNS
Londe,NNP
charismatic,JJ
vet,NN
Flights,NNS
Ho,NNP
Chi,NNP
Minh,NNP
Guerrillas,NNPS
Bravo,NNP
Zulu,NNP
accolade,NN
bestowed,VBN
vent,VB
perk,JJ
beamed,VBN
FXTV,NNP
damn-the-torpedoes,JJ
"1,100-parcel-a-week",JJ
Sanders,NNP
bristles,VBZ
tamper,VB
understaffs,VBZ
furloughed,VBN
UPS,NNP
depot,NN
hemorrhaged,VBN
half-empty,JJ
grounded,VBN
42.25,CD
57.87,CD
53.25,CD
gungho,JJ
airmen,NNS
airlifted,VBN
Hump,NNP
hub-and-spoke,JJ
containerized-cargo,NN
unionized,VBD
back-up,NN
crimping,VBG
countenance,VB
insubordination,NN
hangar,NN
givebacks,NNS
decertified,VBN
retracted,VBD
haste,NN
fliers,NNS
end-tailed,VBN
stipulated,VBD
charisma,NN
J.X.,NNP
Gollich,NNP
Tiger-turned-Federal,JJ
countering,VBG
pilot-seniority,NN
Regulators,NNS
seniority-list,NN
job-classification,NN
mistreat,VB
Queenan,NNP
Poag,NNP
727,NNP
company-sponsored,JJ
magnanimous,JJ
"1,087",CD
esprit,FW
Anti-union,JJ
ballot-burning,JJ
harangues,NNS
irons,NNS
colleague,NN
Harsco,NNP
33.1,CD
heavy-tracked,JJ
Alcee,NNP
impeachment,NN
"89,500-a-year",JJ
impeached,VBN
69-26,CD
convict,VB
Conviction,NN
irrespective,RB
roll-call,NN
impromptu,JJ
devoid,JJ
forefathers,NNS
Hooks,NNP
Advancement,NNP
Colored,NNP
restrained,JJ
Mancuso,NNP
miniseries,NNS
Favorite,NNP
crusty,JJ
inspirations,NNS
nun,NN
lovable,JJ
orphans,NNS
tans,NNS
bathing,NN
lifeguards,NNS
Loggia,NNP
unlovable,JJ
crotchety,JJ
Fridays,NNS
ET,NNP
cannon,NN
stab,NN
topicality,NN
designate,JJ
pol,NN
Tawana,NNP
Brawley,NNP
weaponsmaking,NN
Flats,NNP
Randi,NNP
Brazen,NNP
scheming,JJ
Fredric,NNP
Lehne,NNP
blonde,JJ
Lindsay,NNP
Frost,NNP
forensics,NNS
Siebert,NNP
stale,JJ
villains,NNS
endearing,JJ
hard-bitten,JJ
cynicism,NN
Marchers,NNPS
tailing,VBG
subversives,NNS
Burning,NN
thrills,VBZ
Comics,NNPS
1964,CD
chauffeurs,NNS
Hoover,NNP
world-weary,JJ
truculence,NN
corpse,NN
tenderness,NN
linguine,NN
softy,NN
rescues,VBZ
overwritten,JJ
Bleckner,NNP
writer\/producers,NNS
Solarz,NNP
revved,VBN
protestors,NNS
yells,VBZ
hangover,NN
mister,NN
pontificate,VBP
sadistic,JJ
erupts,VBZ
scars,NNS
humanity,NN
soapbox,NN
pizzazz,NN
overdosing,VBG
hyperventilating,NN
memorial,NN
bangs,VBZ
resonated,VBD
Twist,NN
Wrist,NN
Frisbee,NNP
tossers,NNS
P.R.,NN
bonnet,NN
salesparson,NN
Marguerite,NNP
476.5,CD
Tana,NNP
TRT,NNP
95.1,CD
435,CD
Kinnear,NNP
uneconomic,JJ
Improvements,NNP
CRI,NNP
Champs,NNP
H&R,NNP
BLOCK,NNP
100.2,CD
1.90,CD
Success,NNP
Present,VB
Stumbling,JJ
Yankelovich,NNP
Cervantes,NNP
Quixote,NNP
Proverbs,NNS
22:1,CD
five-consecutive,JJ
5.19,CD
Lippens,NNP
acquisitive,JJ
rambunctious,JJ
once-stately,JJ
Worried,JJ
mid-1990,NN
sixth-largest,JJ
Industrielle,NNP
mid-September,NN
battlements,NNS
Antwerpsche,NNP
Hypotheekkas,NNP
third-biggest,JJ
coordinating,VBG
NSC,NNP
leaner,JJR
supervised,JJ
pruned,VBN
distilling,VBG
self-starters,NNS
horsepower,NN
interagency,NN
Gaffney,NNP
think-tank,NN
Everett,NNP
Briggs,NNP
confidants,NNS
bureaus,NN
mull,VB
Sperry,NNP
midlevel,JJ
Clearwater,NNP
Tomlin,NNP
tax-evasion,NN
equiment,NN
conspirators,NNS
more-senior,JJR
"430,000",CD
"525,000",CD
Bureaucrats,NNS
Lesko,NNP
sure-fire,JJ
Sajak,NNP
Bureaucrat,NN
plaque,NN
runners-up,NNS
lone,JJ
rank-and-file,JJ
foiling,VBG
intensify,VB
Scania,NNP
surrendering,VBG
186.1,CD
48.9,CD
155.1,CD
1.96,CD
303.9,CD
Croma,NNP
Lancia,NNP
Thema,NNP
Georg,NNP
Karnsund,NNP
victorious,JJ
gilded,JJ
696,CD
11.125,CD
Cowboys,NNPS
long-yardage,JJ
Falcons,NNPS
Jerral,NNP
anxiously,RB
scrimmage,NN
quarterback,NN
Aikman,NNP
Wheaties-box,JJ
gushes,VBZ
21-yard,JJ
sidelining,VBG
Ah,UH
cultivates,VBZ
"536,000",CD
First-round,JJ
"685,000",CD
Modell,NNP
convulsions,NNS
embracing,VBG
H.R.,NNP
Bum,NNP
unceremoniously,RB
Landry,NNP
Bowls,NNP
sainthood,NN
Anti-Jones,JJ
obnoxious,JJ
hick,NN
oink,UH
Cowboys-owned,JJ
academy,NN
Ranch,NNP
30-acre,JJ
Sportdom,NN
spas,NNS
weight-training,NN
free-spending,JJ
yarn,NN
Somebody,NN
grass,NN
undefeated,JJ
Chargers,NNPS
teammate,NN
Hurricanes,NNPS
Herschel,NNP
Vikings,NNPS
end-zone,NN
Lamar,NNP
beefed,VBD
plush,JJ
"475,000",CD
elbows,NNS
additionally,RB
twangy,JJ
folksy,JJ
16-hour,JJ
Veatch,NNP
Bonuses,NNS
commensurate,JJ
renegotiating,VBG
McCaskey,NNP
Halas,NNP
metro,NN
accommodated,VBN
80-player,JJ
Finks,NNP
luxury-suite,NN
roomful,NN
Owning,VBG
entree,FW
platoon,NN
invitations,NNS
catbird,JJ
interestingly,RB
Rage,NN
chastises,VBZ
Jo,NNP
Franklin-Trout,NNP
slipshod,JJ
Really,RB
Were,VBD
Africans,NNPS
Israeli\/Palestinian,JJ
before-and-after,JJ
multisided,JJ
Salaam,FW
Shalom,FW
Bainbridge,NNP
Clintonville,NNP
broker-dealers,NNS
well-intended,JJ
dangerously,RB
Raoul-Duval,NNP
securities-industry,NN
SIA,NNP
Asman,NNP
Fidel,NNP
Trafficking,NN
Cuban,JJ
Cubans,NNPS
simplicity,NN
mythic,JJ
indecipherable,JJ
grandmothers,NNS
spelled,VBN
reverence,NN
painters,NNS
humanist,JJ
passionate,JJ
Che,NNP
Guevara,NNP
Ochoa,NNP
interchangeable,JJ
naivete,NN
facilitating,VBG
counterproductive,JJ
excel,VBP
dear,RB
justification,NN
Rachel,NNP
Brookline,NNP
ENGRAPH,NNP
INC.,NNP
Engraph,NNP
droves,NNS
G.O.,NNP
now-evident,JJ
Beal,NNP
M.R.,NNP
20-bond,JJ
co-production,NN
Lonesome,JJ
Dove,NN
Leave,VB
terminating,VBG
endeavor,NN
re-evaluating,VBG
shocker,NN
Lillo,NNP
Diller,NNP
Bowne,NNP
translation,NN
Makoto,NNP
inquired,VBD
rightly,RB
wrongly,RB
orchestrating,VBG
Flush,JJ
Jumping,VBG
leapfrog,VB
retail-banking,JJ
brown-tobacco,JJ
Gitanes,NNP
branching,VBG
dipping,VBG
car-parking,JJ
pungent,JJ
Bertrand,NNP
Galle,NNP
d'Exploitation,NNP
Tabacs,NNP
Allumettes,NNP
Seita,NNP
461.6,CD
FFr,SYM
27.68,CD
cafes,NNS
tabacs,NNS
motorist,NN
Matra,NNP
Belin,NNP
Match,NNP
Brown-tobacco,JJ
relaunch,VB
Blondes,NNPS
slide-packs,NNS
trespassing,NN
5-4,JJ
ripple,NN
arisen,VBN
preamble,NN
constitutionality,NN
Relying,VBG
fetus,NN
protester,NN
Belz,NNP
Mandina,NNP
overruling,VBG
unintended,JJ
21-year-old,JJ
Dodson,NNP
wrongfully,RB
imprisoning,VBG
brutality,NN
Somali,JJ
Siad,NNP
Barre,NNP
Somalia,NNP
obscurity,NN
wasteland,NN
expanse,NN
Beheading,VBG
stabbing,VBG
Somalis,NNPS
Berbera,NNP
Issak,NNP
clan,NN
imprisoned,VBN
Guns,NNS
horrific,JJ
painstakingly,RB
Gersony,NNP
left-right,JJ
grabs,NNS
Mutinies,NNS
wrack,VBP
Desperate,JJ
Movement,NNP
Mogadishu,NNP
Seventy,CD
self-declared,JJ
Mareham,NNP
runway,NN
Aden,NNP
one-story,JJ
shacks,NNS
nationals,NNS
anarchy,NN
ineptitude,NN
Soviet-backed,JJ
Mengistu,NNP
Haile,NNP
Mariam,NNP
airfields,NNS
battlefield,NN
Ethiopian,JJ
Eritrean,JJ
Tigrean,JJ
Wollo,NNP
Addis,NNP
Ababa,NNP
Dese,NNP
Assab,NNP
Eritrea,NNP
Tigreans,NNPS
bay,NN
Asmara,NNP
Eritreans,NNPS
communists,NNS
aerial,JJ
bombardment,NN
Soviet-supplied,JJ
shorthand,NN
flip-flop,NN
